organization_code_iata,,organization_code_iata,organization_code_icao,period_start_date,period_end_date,accounting_period,passenger_load_factor_pct,continuous,type
5N,5599,5N,AUL,2019-04-01,2019-04-30,Month 4,81.4436116279245,27,Regional
5N,5600,5N,AUL,2019-05-01,2019-05-31,Month 5,86.7,28,Regional
5N,5601,5N,AUL,2019-06-01,2019-06-30,Month 6,84.2,29,Regional
5N,5602,5N,AUL,2019-07-01,2019-07-31,Month 7,87.3,30,Regional
5N,5549,5N,AUL,2019-08-01,2019-08-31,Month 8,88.4,31,Regional
5N,5550,5N,AUL,2019-09-01,2019-09-30,Month 9,84.6,32,Regional
5N,5551,5N,AUL,2019-10-01,2019-10-31,Month 10,83.6,33,Regional
5N,5552,5N,AUL,2019-11-01,2019-11-30,Month 11,80.7,34,Regional
5N,5553,5N,AUL,2019-12-01,2019-12-31,Month 12,77.1,35,Regional
5N,2911,5N,AUL,2020-01-01,2020-01-31,Month 1,82.1,36,Regional
5N,3852,5N,AUL,2020-01-01,2020-12-31,Annual,76.9,36,Regional
5N,2912,5N,AUL,2020-02-01,2020-02-29,Month 2,79.7,37,Regional
5N,2913,5N,AUL,2020-03-01,2020-03-31,Month 3,68.7,38,Regional
5N,2914,5N,AUL,2020-04-01,2020-04-30,Month 4,52.9,39,Regional
5N,2915,5N,AUL,2020-05-01,2020-05-31,Month 5,58.1,40,Regional
5N,2916,5N,AUL,2020-06-01,2020-06-30,Month 6,57.2,41,Regional
5N,2917,5N,AUL,2020-07-01,2020-07-31,Month 7,78.0,42,Regional
5N,2918,5N,AUL,2020-08-01,2020-08-31,Month 8,85.4,43,Regional
5N,2919,5N,AUL,2020-09-01,2020-09-30,Month 9,81.1,44,Regional
5N,2920,5N,AUL,2020-10-01,2020-10-31,Month 10,77.5,45,Regional
5N,2921,5N,AUL,2020-11-01,2020-11-30,Month 11,72.3,46,Regional
5N,2922,5N,AUL,2020-12-01,2020-12-31,Month 12,73.2,47,Regional
5N,2923,5N,AUL,2021-01-01,2021-01-31,Month 1,81.9,48,Regional
5N,2903,5N,AUL,2021-02-01,2021-02-28,Month 2,84.3,49,Regional
5N,2904,5N,AUL,2021-03-01,2021-03-31,Month 3,87.5,50,Regional
5N,2905,5N,AUL,2021-04-01,2021-04-30,Month 4,85.2,51,Regional
5N,2906,5N,AUL,2021-05-01,2021-05-31,Month 5,87.4,52,Regional
5N,2907,5N,AUL,2021-06-01,2021-06-30,Month 6,89.4,53,Regional
5N,2908,5N,AUL,2021-07-01,2021-07-31,Month 7,92.7,54,Regional
5N,2909,5N,AUL,2021-08-01,2021-08-31,Month 8,91.4,55,Regional
5N,2910,5N,AUL,2021-09-01,2021-09-30,Month 9,87.6,56,Regional
5N,10261,5N,AUL,2021-10-01,2021-10-31,Month 10,87.2,57,Regional
5O,7387,5O,FPO,2017-02-01,2017-02-28,Month 2,78.6422895133226,1,Cargo
5O,7388,5O,FPO,2017-03-01,2017-03-31,Month 3,69.3202146690519,2,Cargo
5O,7389,5O,FPO,2017-04-01,2017-04-30,Month 4,84.3611859838275,3,Cargo
5O,7390,5O,FPO,2017-05-01,2017-05-31,Month 5,81.3714540987268,4,Cargo
5O,7391,5O,FPO,2017-06-01,2017-06-30,Month 6,75.0806484544081,5,Cargo
5O,7392,5O,FPO,2017-07-01,2017-07-31,Month 7,76.1375784557346,6,Cargo
5O,7393,5O,FPO,2017-08-01,2017-08-31,Month 8,77.6149267170226,7,Cargo
5O,7394,5O,FPO,2017-09-01,2017-09-30,Month 9,78.7252598944507,8,Cargo
5O,7395,5O,FPO,2017-10-01,2017-10-31,Month 10,80.564832101817,9,Cargo
5O,7368,5O,FPO,2017-11-01,2017-11-30,Month 11,60.2068869111411,10,Cargo
5O,7369,5O,FPO,2017-12-01,2017-12-31,Month 12,65.8423255635344,11,Cargo
5O,1838,5O,FPO,2018-01-01,2018-12-31,Annual,76.3221871292889,12,Cargo
5O,7370,5O,FPO,2018-01-01,2018-01-31,Month 1,71.0100600655931,12,Cargo
5O,7371,5O,FPO,2018-02-01,2018-02-28,Month 2,69.3097281831188,13,Cargo
5O,7372,5O,FPO,2018-03-01,2018-03-31,Month 3,70.7044340188367,14,Cargo
5O,7373,5O,FPO,2018-04-01,2018-04-30,Month 4,75.069093184544,15,Cargo
5O,7374,5O,FPO,2018-05-01,2018-05-31,Month 5,79.0284469977761,16,Cargo
5O,7375,5O,FPO,2018-06-01,2018-06-30,Month 6,76.1678606494782,17,Cargo
5O,7376,5O,FPO,2018-07-01,2018-07-31,Month 7,73.7851767980563,18,Cargo
5O,7377,5O,FPO,2018-08-01,2018-08-31,Month 8,78.638046457785,19,Cargo
5O,7378,5O,FPO,2018-09-01,2018-09-30,Month 9,77.4955436720143,20,Cargo
5O,7379,5O,FPO,2018-10-01,2018-10-31,Month 10,76.3534025615301,21,Cargo
5O,7396,5O,FPO,2018-11-01,2018-11-30,Month 11,74.5215311004785,22,Cargo
5O,7397,5O,FPO,2018-12-01,2018-12-31,Month 12,80.6054527218018,23,Cargo
5O,1839,5O,FPO,2019-01-01,2019-12-31,Annual,77.6230906865611,24,Cargo
5O,9582,5O,FPO,2019-01-01,2019-01-31,Month 1,70.2550426323104,24,Cargo
5O,9583,5O,FPO,2019-02-01,2019-02-28,Month 2,74.9454427264707,25,Cargo
5O,9584,5O,FPO,2019-03-01,2019-03-31,Month 3,75.3530877873165,26,Cargo
5O,9585,5O,FPO,2019-04-01,2019-04-30,Month 4,80.8252507713916,27,Cargo
5O,9586,5O,FPO,2019-05-01,2019-05-31,Month 5,73.8094916991463,28,Cargo
5O,9587,5O,FPO,2019-06-01,2019-06-30,Month 6,75.9007033808816,29,Cargo
5O,9588,5O,FPO,2019-07-01,2019-07-31,Month 7,77.3126943416782,30,Cargo
5O,9589,5O,FPO,2019-08-01,2019-08-31,Month 8,85.0516825927664,31,Cargo
5O,9590,5O,FPO,2019-09-01,2019-09-30,Month 9,77.3325544242829,32,Cargo
5O,9591,5O,FPO,2019-10-01,2019-10-31,Month 10,82.1658488057317,33,Cargo
5O,9592,5O,FPO,2019-11-01,2019-11-30,Month 11,73.0456875822331,34,Cargo
5O,9593,5O,FPO,2019-12-01,2019-12-31,Month 12,79.3134483902038,35,Cargo
5O,1840,5O,FPO,2020-01-01,2020-12-31,Annual,70.2961828489552,36,Cargo
5O,1320,5O,FPO,2020-01-01,2020-01-31,Month 1,78.9700722394221,36,Cargo
5O,1321,5O,FPO,2020-02-01,2020-02-29,Month 2,78.0247405613379,37,Cargo
5O,1322,5O,FPO,2020-03-01,2020-03-31,Month 3,64.9825835839114,38,Cargo
5O,1323,5O,FPO,2020-04-01,2020-04-30,Month 4,3.40226817878586,39,Cargo
5O,1324,5O,FPO,2020-05-01,2020-05-31,Month 5,36.1401839517919,40,Cargo
5O,1325,5O,FPO,2020-06-01,2020-06-30,Month 6,48.4340044742729,41,Cargo
5O,1326,5O,FPO,2020-07-01,2020-07-31,Month 7,63.7401602723211,42,Cargo
5O,1327,5O,FPO,2020-08-01,2020-08-31,Month 8,72.1426377370082,43,Cargo
5O,1328,5O,FPO,2020-09-01,2020-09-30,Month 9,73.4353211385448,44,Cargo
5O,1329,5O,FPO,2020-10-01,2020-10-31,Month 10,70.5166877493432,45,Cargo
5O,1330,5O,FPO,2020-11-01,2020-11-30,Month 11,56.5785177930134,46,Cargo
5O,1331,5O,FPO,2020-12-01,2020-12-31,Month 12,52.6489286555216,47,Cargo
5T,1530,5T,MPE,2018-01-01,2018-12-31,Annual,80.1,1,Regional
5T,1531,5T,MPE,2019-01-01,2019-12-31,Annual,73.0951784545521,2,Regional
5Y,7398,5Y,GTI,2017-02-01,2017-02-28,Month 2,16.8148373924872,1,Cargo
5Y,7399,5Y,GTI,2017-03-01,2017-03-31,Month 3,17.1001241469383,2,Cargo
5Y,7400,5Y,GTI,2017-04-01,2017-04-30,Month 4,12.9464640946933,3,Cargo
5Y,7401,5Y,GTI,2017-05-01,2017-05-31,Month 5,16.0875243208747,4,Cargo
5Y,7402,5Y,GTI,2017-06-01,2017-06-30,Month 6,17.216355409897,5,Cargo
5Y,7403,5Y,GTI,2017-07-01,2017-07-31,Month 7,16.2600486100787,6,Cargo
5Y,7404,5Y,GTI,2017-08-01,2017-08-31,Month 8,15.2099676086382,7,Cargo
5Y,7405,5Y,GTI,2017-09-01,2017-09-30,Month 9,12.260283170188,8,Cargo
5Y,7406,5Y,GTI,2017-10-01,2017-10-31,Month 10,15.0392610395078,9,Cargo
5Y,7407,5Y,GTI,2017-11-01,2017-11-30,Month 11,15.9261110190429,10,Cargo
5Y,7408,5Y,GTI,2017-12-01,2017-12-31,Month 12,22.8034179145564,11,Cargo
5Y,1850,5Y,GTI,2018-01-01,2018-12-31,Annual,22.3655881947965,12,Cargo
5Y,7409,5Y,GTI,2018-01-01,2018-01-31,Month 1,21.2601645432207,12,Cargo
5Y,7410,5Y,GTI,2018-02-01,2018-02-28,Month 2,23.764741745115,13,Cargo
5Y,7411,5Y,GTI,2018-03-01,2018-03-31,Month 3,15.9382030255182,14,Cargo
5Y,7412,5Y,GTI,2018-04-01,2018-04-30,Month 4,25.6135966102332,15,Cargo
5Y,7413,5Y,GTI,2018-05-01,2018-05-31,Month 5,24.3816862196485,16,Cargo
5Y,7414,5Y,GTI,2018-06-01,2018-06-30,Month 6,28.6647291351657,17,Cargo
5Y,7415,5Y,GTI,2018-07-01,2018-07-31,Month 7,27.5034577526174,18,Cargo
5Y,7416,5Y,GTI,2018-08-01,2018-08-31,Month 8,21.7112558269243,19,Cargo
5Y,7417,5Y,GTI,2018-09-01,2018-09-30,Month 9,15.2978422892,20,Cargo
5Y,7418,5Y,GTI,2018-10-01,2018-10-31,Month 10,22.9519936927031,21,Cargo
5Y,7419,5Y,GTI,2018-11-01,2018-11-30,Month 11,20.7478663164498,22,Cargo
5Y,7420,5Y,GTI,2018-12-01,2018-12-31,Month 12,17.1935553921588,23,Cargo
5Y,8938,5Y,GTI,2019-01-01,2019-01-31,Month 1,19.7533639484375,24,Cargo
5Y,1851,5Y,GTI,2019-01-01,2019-12-31,Annual,21.0049730985639,24,Cargo
5Y,8939,5Y,GTI,2019-02-01,2019-02-28,Month 2,20.6751171651582,25,Cargo
5Y,8940,5Y,GTI,2019-03-01,2019-03-31,Month 3,18.0822201162489,26,Cargo
5Y,8941,5Y,GTI,2019-04-01,2019-04-30,Month 4,30.5739356938041,27,Cargo
5Y,8942,5Y,GTI,2019-05-01,2019-05-31,Month 5,26.2678503713005,28,Cargo
5Y,8943,5Y,GTI,2019-06-01,2019-06-30,Month 6,20.9981168359543,29,Cargo
5Y,8944,5Y,GTI,2019-07-01,2019-07-31,Month 7,23.0216498983538,30,Cargo
5Y,8945,5Y,GTI,2019-08-01,2019-08-31,Month 8,19.8777507843536,31,Cargo
5Y,8946,5Y,GTI,2019-09-01,2019-09-30,Month 9,22.8969778100617,32,Cargo
5Y,8947,5Y,GTI,2019-10-01,2019-10-31,Month 10,19.6975787488433,33,Cargo
5Y,8948,5Y,GTI,2019-11-01,2019-11-30,Month 11,13.3874365069318,34,Cargo
5Y,8949,5Y,GTI,2019-12-01,2019-12-31,Month 12,21.1972240788626,35,Cargo
5Y,1440,5Y,GTI,2020-01-01,2020-01-31,Month 1,16.8808261895277,36,Cargo
5Y,1852,5Y,GTI,2020-01-01,2020-12-31,Annual,23.0591840939639,36,Cargo
5Y,1441,5Y,GTI,2020-02-01,2020-02-29,Month 2,23.9072633592899,37,Cargo
5Y,1442,5Y,GTI,2020-03-01,2020-03-31,Month 3,18.1904924175661,38,Cargo
5Y,1443,5Y,GTI,2020-04-01,2020-04-30,Month 4,16.3781519305867,39,Cargo
5Y,1450,5Y,GTI,2020-05-01,2020-05-31,Month 5,28.1205858949494,40,Cargo
5Y,1451,5Y,GTI,2020-06-01,2020-06-30,Month 6,28.7375122177793,41,Cargo
5Y,1452,5Y,GTI,2020-07-01,2020-07-31,Month 7,26.6558098582678,42,Cargo
5Y,1453,5Y,GTI,2020-08-01,2020-08-31,Month 8,27.6672959324872,43,Cargo
5Y,1454,5Y,GTI,2020-09-01,2020-09-30,Month 9,19.0180830325582,44,Cargo
5Y,1455,5Y,GTI,2020-10-01,2020-10-31,Month 10,26.447173558748,45,Cargo
5Y,1456,5Y,GTI,2020-11-01,2020-11-30,Month 11,26.6462113392053,46,Cargo
5Y,1457,5Y,GTI,2020-12-01,2020-12-31,Month 12,20.3933403384106,47,Cargo
5Y,1458,5Y,GTI,2021-01-01,2021-01-31,Month 1,19.626449684334,48,Cargo
5Y,1459,5Y,GTI,2021-02-01,2021-02-28,Month 2,21.3860898094368,49,Cargo
5Y,1460,5Y,GTI,2021-03-01,2021-03-31,Month 3,26.6984273916639,50,Cargo
5Y,1461,5Y,GTI,2021-04-01,2021-04-30,Month 4,27.2604947266521,51,Cargo
5Y,1462,5Y,GTI,2021-05-01,2021-05-31,Month 5,24.3820936107043,52,Cargo
5Y,1463,5Y,GTI,2021-06-01,2021-06-30,Month 6,21.2523971810397,53,Cargo
5Y,1896,5Y,GTI,2021-07-01,2021-07-31,Month 7,24.0748664567149,54,Cargo
5Y,1915,5Y,GTI,2021-08-01,2021-08-31,Month 8,24.60850502,55,Cargo
5Y,1928,5Y,GTI,2021-09-01,2021-09-30,Month 9,24.6151386015968,56,Cargo
6D,8661,6D,TVQ,2017-03-01,2017-03-31,Month 3,90.3562119895743,1,Leisure
6D,8662,6D,TVQ,2017-04-01,2017-04-30,Month 4,72.7117124460021,2,Leisure
6D,8663,6D,TVQ,2017-05-01,2017-05-31,Month 5,94.2532604122844,3,Leisure
6D,8664,6D,TVQ,2017-06-01,2017-06-30,Month 6,76.5239580379926,4,Leisure
6D,8665,6D,TVQ,2017-07-01,2017-07-31,Month 7,92.2554841373931,5,Leisure
6D,8666,6D,TVQ,2017-08-01,2017-08-31,Month 8,90.9416150443353,6,Leisure
6D,8667,6D,TVQ,2017-09-01,2017-09-30,Month 9,75.8240602712951,7,Leisure
6D,8668,6D,TVQ,2017-10-01,2017-10-31,Month 10,76.679471563759,8,Leisure
6D,8669,6D,TVQ,2017-11-01,2017-11-30,Month 11,87.3493975903614,9,Leisure
6D,1614,6D,TVQ,2018-01-01,2018-12-31,Annual,83.1505520740077,10,Leisure
6D,8670,6D,TVQ,2018-03-01,2018-03-31,Month 3,82.7357970215113,11,Leisure
6D,8671,6D,TVQ,2018-04-01,2018-04-30,Month 4,93.2598667350077,12,Leisure
6D,8672,6D,TVQ,2018-05-01,2018-05-31,Month 5,75.2066115702479,13,Leisure
6D,8673,6D,TVQ,2018-06-01,2018-06-30,Month 6,83.9285714285714,14,Leisure
6D,8674,6D,TVQ,2018-07-01,2018-07-31,Month 7,83.9285714285714,15,Leisure
6D,8675,6D,TVQ,2018-08-01,2018-08-31,Month 8,83.9285714285714,16,Leisure
6D,8676,6D,TVQ,2018-09-01,2018-09-30,Month 9,83.9285714285714,17,Leisure
6D,8677,6D,TVQ,2018-10-01,2018-10-31,Month 10,83.9285714285714,18,Leisure
6D,8678,6D,TVQ,2018-11-01,2018-11-30,Month 11,83.9285714285714,19,Leisure
6D,8679,6D,TVQ,2018-12-01,2018-12-31,Month 12,83.9285714285714,20,Leisure
6D,1615,6D,TVQ,2019-01-01,2019-12-31,Annual,88.0680943133285,21,Leisure
6D,10034,6D,TVQ,2019-01-01,2019-01-31,Month 1,92.4590615109399,21,Leisure
6D,10035,6D,TVQ,2019-02-01,2019-02-28,Month 2,81.9457823035641,22,Leisure
6D,10036,6D,TVQ,2019-03-01,2019-03-31,Month 3,92.2598627787307,23,Leisure
6D,10037,6D,TVQ,2019-04-01,2019-04-30,Month 4,89.3856847642307,24,Leisure
6D,1616,6D,TVQ,2020-01-01,2020-12-31,Annual,81.3986725449348,25,Leisure
6E,6440,6E,IGO,2017-02-01,2017-02-28,Month 2,87.1602058190389,1,Low-cost
6E,6441,6E,IGO,2017-03-01,2017-03-31,Month 3,81.7461077540069,2,Low-cost
6E,6442,6E,IGO,2017-04-01,2017-04-30,Month 4,86.880690832939,3,Low-cost
6E,6443,6E,IGO,2017-05-01,2017-05-31,Month 5,90.4350177286264,4,Low-cost
6E,6444,6E,IGO,2017-06-01,2017-06-30,Month 6,86.625221125288,5,Low-cost
6E,6445,6E,IGO,2017-07-01,2017-07-31,Month 7,83.8195577259152,6,Low-cost
6E,6446,6E,IGO,2017-08-01,2017-08-31,Month 8,83.9476893484964,7,Low-cost
6E,6427,6E,IGO,2017-09-01,2017-09-30,Month 9,84.1456628468059,8,Low-cost
6E,6428,6E,IGO,2017-10-01,2017-10-31,Month 10,86.2004584374371,9,Low-cost
6E,6429,6E,IGO,2017-11-01,2017-11-30,Month 11,89.0282370142407,10,Low-cost
6E,6430,6E,IGO,2017-12-01,2017-12-31,Month 12,90.2244425460043,11,Low-cost
6E,3746,6E,IGO,2018-01-01,2018-12-31,Annual,86.8357314409784,12,Low-cost
6E,6431,6E,IGO,2018-01-01,2018-01-31,Month 1,88.898392062949,12,Low-cost
6E,6432,6E,IGO,2018-02-01,2018-02-28,Month 2,89.7777943618351,13,Low-cost
6E,6433,6E,IGO,2018-03-01,2018-03-31,Month 3,88.1841432225064,14,Low-cost
6E,6434,6E,IGO,2018-04-01,2018-04-30,Month 4,90.8769771528998,15,Low-cost
6E,6435,6E,IGO,2018-05-01,2018-05-31,Month 5,89.8091791413061,16,Low-cost
6E,6436,6E,IGO,2018-06-01,2018-06-30,Month 6,87.3851927445106,17,Low-cost
6E,6437,6E,IGO,2018-07-01,2018-07-31,Month 7,88.2992005967148,18,Low-cost
6E,6438,6E,IGO,2018-08-01,2018-08-31,Month 8,83.3732206129173,19,Low-cost
6E,6439,6E,IGO,2018-09-01,2018-09-30,Month 9,82.17878269225,20,Low-cost
6E,6447,6E,IGO,2018-10-01,2018-10-31,Month 10,82.7422236603312,21,Low-cost
6E,6448,6E,IGO,2018-11-01,2018-11-30,Month 11,84.5177664974619,22,Low-cost
6E,6449,6E,IGO,2018-12-01,2018-12-31,Month 12,88.3413953736702,23,Low-cost
6E,5338,6E,IGO,2019-01-01,2019-01-31,Month 1,85.8682587616131,24,Low-cost
6E,3747,6E,IGO,2019-01-01,2019-12-31,Annual,86.5148969281208,24,Low-cost
6E,5339,6E,IGO,2019-02-01,2019-02-28,Month 2,86.9990148586612,25,Low-cost
6E,5340,6E,IGO,2019-03-01,2019-03-31,Month 3,85.1578105052637,26,Low-cost
6E,5341,6E,IGO,2019-04-01,2019-04-30,Month 4,87.4143538201074,27,Low-cost
6E,5342,6E,IGO,2019-05-01,2019-05-31,Month 5,90.0493416667957,28,Low-cost
6E,5343,6E,IGO,2019-06-01,2019-06-30,Month 6,89.2848640835981,29,Low-cost
6E,5344,6E,IGO,2019-07-01,2019-07-31,Month 7,84.7875426858918,30,Low-cost
6E,5345,6E,IGO,2019-08-01,2019-08-31,Month 8,82.5583733291946,31,Low-cost
6E,5346,6E,IGO,2019-09-01,2019-09-30,Month 9,83.2967225416592,32,Low-cost
6E,5347,6E,IGO,2019-10-01,2019-10-31,Month 10,83.6046516084724,33,Low-cost
6E,5348,6E,IGO,2019-11-01,2019-11-30,Month 11,89.6046675627294,34,Low-cost
6E,5325,6E,IGO,2019-12-01,2019-12-31,Month 12,89.5832860880268,35,Low-cost
6E,2430,6E,IGO,2020-01-01,2020-01-31,Month 1,87.236215329223,36,Low-cost
6E,3748,6E,IGO,2020-01-01,2020-12-31,Annual,75.3683635124336,36,Low-cost
6E,2431,6E,IGO,2020-02-01,2020-02-29,Month 2,85.5089497141319,37,Low-cost
6E,2432,6E,IGO,2020-03-01,2020-03-31,Month 3,72.5472683733818,38,Low-cost
6E,2433,6E,IGO,2020-04-01,2020-04-30,Month 4,0.0,39,Low-cost
6E,2434,6E,IGO,2020-05-01,2020-05-31,Month 5,52.5752777767514,40,Low-cost
6E,2435,6E,IGO,2020-06-01,2020-06-30,Month 6,62.5947924512671,41,Low-cost
6E,2436,6E,IGO,2020-07-01,2020-07-31,Month 7,62.5940785719138,42,Low-cost
6E,2437,6E,IGO,2020-08-01,2020-08-31,Month 8,65.9230073891313,43,Low-cost
6E,2438,6E,IGO,2020-09-01,2020-09-30,Month 9,65.9412822693063,44,Low-cost
6E,2439,6E,IGO,2020-10-01,2020-10-31,Month 10,69.0109981287679,45,Low-cost
6E,2440,6E,IGO,2020-11-01,2020-11-30,Month 11,74.5398348442175,46,Low-cost
6E,2441,6E,IGO,2020-12-01,2020-12-31,Month 12,72.2444380574277,47,Low-cost
6E,2442,6E,IGO,2021-01-01,2021-01-31,Month 1,69.6242202808205,48,Low-cost
6E,2443,6E,IGO,2021-02-01,2021-02-28,Month 2,74.4308446020087,49,Low-cost
6E,2444,6E,IGO,2021-03-01,2021-03-31,Month 3,66.9336296084082,50,Low-cost
6E,2445,6E,IGO,2021-04-01,2021-04-30,Month 4,59.698756039727,51,Low-cost
6E,2446,6E,IGO,2021-05-01,2021-05-31,Month 5,51.7325366306244,52,Low-cost
6E,2447,6E,IGO,2021-06-01,2021-06-30,Month 6,63.1567473758509,53,Low-cost
6E,2448,6E,IGO,2021-07-01,2021-07-31,Month 7,67.3766095702767,54,Low-cost
6E,2449,6E,IGO,2021-08-01,2021-08-31,Month 8,72.2720001990306,55,Low-cost
6E,2450,6E,IGO,2021-09-01,2021-09-30,Month 9,72.9419079417947,56,Low-cost
7Q,1678,7Q,MNU,2018-01-01,2018-12-31,Annual,56.8827568827569,1,Regional
7Q,1679,7Q,MNU,2019-01-01,2019-12-31,Annual,56.6656471930005,2,Regional
7Q,9690,7Q,MNU,2019-01-01,2019-01-31,Month 1,50.6232366480226,2,Regional
7Q,9019,7Q,MNU,2019-02-01,2019-02-28,Month 2,64.318330164822,3,Regional
7Q,9020,7Q,MNU,2019-03-01,2019-03-31,Month 3,63.6003688779295,4,Regional
7Q,9021,7Q,MNU,2019-04-01,2019-04-30,Month 4,65.530890566965,5,Regional
7Q,9022,7Q,MNU,2019-05-01,2019-05-31,Month 5,52.4102861208518,6,Regional
7Q,9023,7Q,MNU,2019-06-01,2019-06-30,Month 6,43.3821021084062,7,Regional
7Q,9024,7Q,MNU,2019-07-01,2019-07-31,Month 7,55.992918895051,8,Regional
7Q,9025,7Q,MNU,2019-08-01,2019-08-31,Month 8,55.725355930269,9,Regional
7Q,9026,7Q,MNU,2019-09-01,2019-09-30,Month 9,49.8331670546503,10,Regional
7Q,9027,7Q,MNU,2019-10-01,2019-10-31,Month 10,64.9013482263624,11,Regional
7Q,9028,7Q,MNU,2019-11-01,2019-11-30,Month 11,59.5018099796263,12,Regional
7Q,9029,7Q,MNU,2019-12-01,2019-12-31,Month 12,62.3501047891766,13,Regional
7Q,350,7Q,MNU,2020-01-01,2020-01-31,Month 1,69.6475397291024,14,Regional
7Q,1680,7Q,MNU,2020-01-01,2020-12-31,Annual,44.7791483528752,14,Regional
7Q,351,7Q,MNU,2020-02-01,2020-02-29,Month 2,62.5749728716583,15,Regional
7Q,352,7Q,MNU,2020-03-01,2020-03-31,Month 3,60.1428571428571,16,Regional
7Q,353,7Q,MNU,2020-04-01,2020-04-30,Month 4,0.0,17,Regional
7Q,354,7Q,MNU,2020-05-01,2020-05-31,Month 5,49.7980494668451,18,Regional
7Q,355,7Q,MNU,2020-07-01,2020-07-31,Month 7,28.9346672933593,19,Regional
7Q,356,7Q,MNU,2020-08-01,2020-08-31,Month 8,31.9294784580499,20,Regional
7Q,357,7Q,MNU,2020-09-01,2020-09-30,Month 9,37.0300453514739,21,Regional
7Q,358,7Q,MNU,2020-10-01,2020-10-31,Month 10,37.2713340205067,22,Regional
7Q,359,7Q,MNU,2020-11-01,2020-11-30,Month 11,36.9419804645705,23,Regional
7Q,360,7Q,MNU,2020-12-01,2020-12-31,Month 12,37.6109991549113,24,Regional
7Q,361,7Q,MNU,2021-01-01,2021-01-31,Month 1,49.299950959787,25,Regional
7Q,362,7Q,MNU,2021-02-01,2021-02-28,Month 2,43.3068922636319,26,Regional
7Q,363,7Q,MNU,2021-03-01,2021-03-31,Month 3,51.5822805312601,27,Regional
7Q,364,7Q,MNU,2021-04-01,2021-04-30,Month 4,68.5962724578181,28,Regional
7Q,365,7Q,MNU,2021-05-01,2021-05-31,Month 5,63.1286706832133,29,Regional
7Q,366,7Q,MNU,2021-06-01,2021-06-30,Month 6,49.4713069703205,30,Regional
7Q,1900,7Q,MNU,2021-07-01,2021-07-31,Month 7,44.4238893709616,31,Regional
7Q,1919,7Q,MNU,2021-08-01,2021-08-31,Month 8,48.70202736,32,Regional
7Q,1932,7Q,MNU,2021-09-01,2021-09-30,Month 9,40.6799725137431,33,Regional
7R,4028,7R,RLU,2017-02-01,2017-02-28,Month 2,58.564558250898,1,Regional
7R,4029,7R,RLU,2017-03-01,2017-03-31,Month 3,57.1903727776061,2,Regional
7R,4030,7R,RLU,2017-04-01,2017-04-30,Month 4,60.8919079187666,3,Regional
7R,4031,7R,RLU,2017-05-01,2017-05-31,Month 5,60.998886772787,4,Regional
7R,4032,7R,RLU,2017-06-01,2017-06-30,Month 6,67.6919332895946,5,Regional
7R,4033,7R,RLU,2017-07-01,2017-07-31,Month 7,75.3535916518561,6,Regional
7R,4034,7R,RLU,2017-08-01,2017-08-31,Month 8,74.4684749766672,7,Regional
7R,4035,7R,RLU,2017-09-01,2017-09-30,Month 9,68.3916372735104,8,Regional
7R,4036,7R,RLU,2017-10-01,2017-10-31,Month 10,65.5305499555767,9,Regional
7R,4037,7R,RLU,2017-11-01,2017-11-30,Month 11,63.9711813549091,10,Regional
7R,4038,7R,RLU,2017-12-01,2017-12-31,Month 12,62.2402645644751,11,Regional
7R,4039,7R,RLU,2018-01-01,2018-01-31,Month 1,66.2,12,Regional
7R,3814,7R,RLU,2018-01-01,2018-12-31,Annual,69.8,12,Regional
7R,4040,7R,RLU,2018-02-01,2018-02-28,Month 2,65.1827102325848,13,Regional
7R,3815,7R,RLU,2019-01-01,2019-12-31,Annual,69.4,14,Regional
7R,5515,7R,RLU,2019-01-01,2019-01-31,Month 1,62.2,14,Regional
7R,5516,7R,RLU,2019-02-01,2019-02-28,Month 2,57.7452973288724,15,Regional
7R,5517,7R,RLU,2019-03-01,2019-03-31,Month 3,59.8,16,Regional
7R,5518,7R,RLU,2019-04-01,2019-04-30,Month 4,62.1128710555476,17,Regional
7R,3816,7R,RLU,2020-01-01,2020-12-31,Annual,62.9,18,Regional
7R,2704,7R,RLU,2020-03-01,2020-03-31,Month 3,61.0,19,Regional
7R,2705,7R,RLU,2020-04-01,2020-04-30,Month 4,33.6,20,Regional
7R,2706,7R,RLU,2020-08-01,2020-08-31,Month 8,82.3,21,Regional
7R,2707,7R,RLU,2020-09-01,2020-09-30,Month 9,73.5,22,Regional
7R,2708,7R,RLU,2020-10-01,2020-10-31,Month 10,61.7,23,Regional
7R,2709,7R,RLU,2021-03-01,2021-03-31,Month 3,74.2,24,Regional
7R,2710,7R,RLU,2021-04-01,2021-04-30,Month 4,74.3,25,Regional
7R,2711,7R,RLU,2021-08-01,2021-08-31,Month 8,85.5,26,Regional
7R,2712,7R,RLU,2021-09-01,2021-09-30,Month 9,75.5,27,Regional
7R,10266,7R,RLU,2021-10-01,2021-10-31,Month 10,73.4,28,Regional
7S,8624,7S,RYA,2017-02-01,2017-02-28,Month 2,10.3152743608942,1,Regional
7S,8625,7S,RYA,2017-03-01,2017-03-31,Month 3,17.3673317046688,2,Regional
7S,8626,7S,RYA,2017-04-01,2017-04-30,Month 4,17.5948968792014,3,Regional
7S,8627,7S,RYA,2017-05-01,2017-05-31,Month 5,15.4198632639215,4,Regional
7S,8628,7S,RYA,2017-06-01,2017-06-30,Month 6,22.3996773034671,5,Regional
